gene,obs,exp,obs - exp
SPTLC2,1,0.21116863905395025,0.7888313609460498
BUB3,1,0.21159505591658964,0.7884049440834103
MRE11A,1,0.2121116043109413,0.7878883956890587
USP6,1,0.21261798310888338,0.7873820168911166
NONO,1,0.2140034878200615,0.7859965121799385
GRIK3,1,0.2162849872774573,0.7837150127225427
BECN1,1,0.21675714231155638,0.7832428576884436
C1orf168,1,0.21748469153284644,0.7825153084671536
TCHHL1,1,0.21806557435223012,0.7819344256477698
FLRT2,1,0.21861233062576893,0.7813876693742311
TRIO,1,0.2196324518152408,0.7803675481847592
ZNF642,1,0.2200506914804163,0.7799493085195837
OXA1L,1,0.2203463203472454,0.7796536796527546
JMJD5,1,0.2206118434303109,0.7793881565696891
ALS2CR11,1,0.22243989314339443,0.7775601068566056
CDH4,1,0.22259427039427937,0.7774057296057206
NRAP,1,0.22425959882041788,0.7757404011795821
NOMO2,1,0.22598870056577797,0.7740112994342221
KRT19,1,0.2263388578018397,0.7736611421981603
MYH14,1,0.22650061248525707,0.7734993875147429
AKAP5,1,0.2269743284670873,0.7730256715329127
KDM2B,1,0.22734334541756554,0.7726566545824345
HIVEP1,1,0.2278027652828181,0.7721972347171819
ITGA10,1,0.2301304863583627,0.7698695136416374
C19orf46,1,0.23052763819138336,0.7694723618086167
PLCH2,1,0.23071161048722216,0.7692883895127778
TBC1D8B,1,0.23178025548782086,0.7682197445121791
OR5M1,1,0.23188405797101347,0.7681159420289865
PCDH15,1,0.2333931777379301,0.7666068222620699
SMOC2,1,0.2358016853338922,0.7641983146661078
LRBA,1,0.2369191799249568,0.7630808200750432
SDK1,1,0.23754980079593535,0.7624501992040646
ACSM2A,1,0.2377584330802157,0.7622415669197843
DNMT1,1,0.23909774436027045,0.7609022556397296
GNA15,1,0.23976196885572756,0.7602380311442725
C22orf42,1,0.24006622516536902,0.759933774834631
ABCB11,1,0.24169184290036985,0.7583081570996302
C9orf78,1,0.24398370973715622,0.7560162902628438
LAMA5,1,0.2442722652643936,0.7557277347356064
TRPC4AP,1,0.24562686864079272,0.7543731313592072
NIPSNAP1,1,0.2489157648539995,0.7510842351460005
SPDYA,1,0.24992759918872406,0.7500724008112759
SHQ1,1,0.2511415525124269,0.748858447487573
CLVS2,1,0.2519685039370073,0.7480314960629927
SLC18A2,1,0.2530245054312402,0.7469754945687598
FGD6,1,0.25453677172719014,0.7454632282728099
HDAC3,1,0.2554556103948214,0.7445443896051787
LRP5,1,0.25552825552800185,0.7444717444719982
GNB1,1,0.25641025640957876,0.7435897435904213
ATP2B3,1,0.25653436592563394,0.743465634074366
FAM47A,1,0.2588046197715489,0.7411953802284511
TRNT1,1,0.26066098081023414,0.7393390191897659
MYO3A,1,0.26299694189605494,0.7370030581039451
FAT4,1,0.26363875378343016,0.7363612462165698
COL2A1,1,0.2646485564632596,0.7353514435367404
KIAA1217,1,0.26502732240437665,0.7349726775956233
CBL,1,0.2661247948763663,0.7338752051236337
ADCY10,1,0.26617637970971353,0.7338236202902865
ALG13,1,0.2663934426228645,0.7336065573771355
PKHD1L1,1,0.2665214233802723,0.7334785766197277
MGAM,1,0.26719056974469496,0.732809430255305
CHIT1,1,0.26791345165420216,0.7320865483457979
CACNA2D4,1,0.2682566275689662,0.7317433724310338
DNAH10,1,0.269597457627769,0.730402542372231
SSTR4,1,0.27049180327915867,0.7295081967208413
FNDC1,1,0.2711213517663722,0.7288786482336278
MYB,1,0.27202925045635334,0.7279707495436467
PAX3,1,0.2729805013926034,0.7270194986073966
HSPA13,1,0.273816004353681,0.726183995646319
C11orf41,1,0.27430639325221157,0.7256936067477884
GUCY2C,1,0.2744729288355322,0.7255270711644678
HEATR7B2,1,0.27537423918022713,0.7246257608197728
MYO5B,1,0.276380497401685,0.723619502598315
AFF2,1,0.2764505119454539,0.7235494880545461
HOOK3,1,0.2772564951118233,0.7227435048881767
NIPBL,1,0.2775233559272561,0.7224766440727439
NBEAL1,1,0.277808883917104,0.722191116082896
ARID1A,1,0.27806122448940845,0.7219387755105915
TPTE2,1,0.27826086956518853,0.7217391304348115
WNK3,1,0.2786377708978494,0.7213622291021506
WAPAL,1,0.2788826739921855,0.7211173260078145
C10orf18,1,0.27941176470585916,0.7205882352941408
SYT17,1,0.2811723795314034,0.7188276204685966
SHANK1,1,0.2814122533749249,0.7185877466250751
TACC2,1,0.2826347305388396,0.7173652694611604
CLPX,1,0.28571428571476276,0.7142857142852372
DCT,1,0.28742514970059635,0.7125748502994036
CIC,1,0.2874859075536585,0.7125140924463416
SCARA5,1,0.290343227390225,0.709656772609775
KCNQ3,1,0.2925507900681422,0.7074492099318578
COL7A1,1,0.29316699745618147,0.7068330025438185
EPHA3,1,0.2935293619970439,0.7064706380029562
SLC18A1,1,0.2936507936507969,0.7063492063492032
OLFML3,1,0.29411764705885673,0.7058823529411433
ABL1,1,0.2945205479451457,0.7054794520548543
SACS,1,0.2950075642963657,0.7049924357036343
ZFHX3,1,0.29503759398497764,0.7049624060150224
PHACTR1,1,0.2960109489389826,0.7039890510610174
RBMX,1,0.29633337749422345,0.7036666225057766
TMEM47,1,0.30120481927710946,0.6987951807228905
CPNE3,1,0.3030091858932657,0.6969908141067342
ZFC3H1,1,0.3050102549046195,0.6949897450953805
PI4KA,1,0.30652620760908195,0.693473792390918
ATP2C1,1,0.3076923076923076,0.6923076923076924
GALNTL6,1,0.31294451448557814,0.6870554855144219
LPPR4,1,0.3139534883720926,0.6860465116279074
MAGI3,1,0.31898600475469513,0.6810139952453049
WIPF1,1,0.3191208791211727,0.6808791208788273
SUDS3,1,0.31913043478295255,0.6808695652170474
FAT2,1,0.32235638492144897,0.677643615078551
ARHGAP35,1,0.32259902380354843,0.6774009761964516
BAI1,1,0.3230003479596472,0.6769996520403527
ATP13A5,1,0.3248175182408556,0.6751824817591444
USP11,1,0.3286655683692575,0.6713344316307426
TRIM24,1,0.3288590604026849,0.6711409395973151
STXBP5L,1,0.3333333333333531,0.666666666666647
CLCN6,1,0.3333333333358163,0.6666666666641837
IGSF9B,1,0.3339245054583052,0.6660754945416948
ZNF638,1,0.3361939497946256,0.6638060502053744
FBN1,1,0.3372243839169053,0.6627756160830947
PCDH11X,1,0.3372655777376877,0.6627344222623123
ITPR1,1,0.3411482370292301,0.65885176297077
CCL21,1,0.3416149068323452,0.6583850931676548
VPS13D,1,0.34163775886136116,0.6583622411386388
MAGI1,1,0.3417502594250969,0.658249740574903
TMEM200A,1,0.34241245136159676,0.6575875486384033
ALPK3,1,0.34271365412711674,0.6572863458728833
MICAL2,1,0.34385874468239064,0.6561412553176094
ZFP42,1,0.34436030290992997,0.65563969709007
KCNH2,1,0.34449296458031614,0.6555070354196839
AP1M1,1,0.34727282674015814,0.6527271732598419
PHLPP1,1,0.34873078088093523,0.6512692191190648
ATP6V1C1,1,0.35036049698041655,0.6496395030195834
BMP10,1,0.3515013054830684,0.6484986945169315
JMJD1C,1,0.3522550544321045,0.6477449455678955
YEATS2,1,0.3534583821807107,0.6465416178192893
LZTS1,1,0.3537518353570067,0.6462481646429933
TJAP1,1,0.35443037974783315,0.6455696202521668
ANKRD12,1,0.35654512851456727,0.6434548714854327
LRWD1,1,0.35745386688783376,0.6425461331121662
SPHKAP,1,0.35782747603835835,0.6421725239616416
DSCAM,1,0.35906862745044543,0.6409313725495546
NOX3,1,0.3605947955386847,0.6394052044613153
SLC24A4,1,0.3611327617560141,0.638867238243986
PXDNL,1,0.3623693379789996,0.6376306620210004
PLXNA4,1,0.36351531291578587,0.6364846870842141
CELSR1,1,0.36363636362686885,0.6363636363731311
HSPG2,1,0.3668012108993036,0.6331987891006964
PLRG1,1,0.3673469387755443,0.6326530612244556
PPP2R2B,1,0.3680981595091981,0.6319018404908019
SAP130,1,0.36826870068988327,0.6317312993101167
CCDC60,1,0.3685244963924062,0.6314755036075939
THRB,1,0.36956521739130305,0.6304347826086969
FANCI,1,0.37546713563838063,0.6245328643616194
COL11A2,1,0.37559399353147654,0.6244060064685235
FANCM,1,0.37654320987647755,0.6234567901235224
PCDHA8,1,0.3767242110942756,0.6232757889057243
LEO1,1,0.37796768607075537,0.6220323139292446
LARS,1,0.37811109279470967,0.6218889072052903
TRO,1,0.3782937646769867,0.6217062353230133
GPR101,1,0.3796791443850354,0.6203208556149646
SREBF2,1,0.38136324417675077,0.6186367558232493
GCN1L1,1,0.3849765258214345,0.6150234741785655
SDK2,1,0.3853972204838288,0.6146027795161713
ZNF394,1,0.387095381526521,0.612904618473479
SNED1,1,0.38751545117713415,0.6124845488228658
C10orf120,1,0.3879842784958662,0.6120157215041337
SLITRK1,1,0.3886607296619113,0.6113392703380887
LRRC2,1,0.38958660505786585,0.6104133949421342
KLHDC7A,1,0.3903508771931483,0.6096491228068517
ZNF229,1,0.3908000000004324,0.6091999999995676
LTBP3,1,0.3908603993079772,0.6091396006920228
RNF25,1,0.39272727272318697,0.607272727276813
NOS1,1,0.3928571428570911,0.6071428571429089
KCNH8,1,0.39363957596854743,0.6063604240314526
MAP6,1,0.3963786013407206,0.6036213986592793
PPL,1,0.3979829382627603,0.6020170617372397
HNRNPUL1,1,0.39878419452807046,0.6012158054719295
KCNH5,1,0.39925719591479647,0.6007428040852035
PRDM9,1,0.40021633315254734,0.5997836668474527
CUL3,1,0.40139275765701266,0.5986072423429873
ZFHX4,1,0.401402026215035,0.5985979737849649
EFCAB6,1,0.40172258645514075,0.5982774135448592
NAPA,1,0.4017857142857169,0.5982142857142831
PKHD1,1,0.40409846307761776,0.5959015369223822
DOCK5,1,0.40493827160472706,0.5950617283952729
SYNE1,1,0.40495867768467286,0.5950413223153271
TCEAL6,1,0.4062681129422443,0.5937318870577557
CROCC,2,1.4126109543574352,0.5873890456425648
ATP6AP2,1,0.4142857142857151,0.585714285714285
TMEM108,1,0.41686681074272364,0.5831331892572764
GPR6,1,0.41700404858293183,0.5829959514170682
JAK2,1,0.4174440890534489,0.5825559109465511
DMD,1,0.4174573055027497,0.5825426944972503
STK36,1,0.4204586380369566,0.5795413619630434
MUC17,1,0.4205811894504349,0.5794188105495651
VPS13C,1,0.42328850855501965,0.5767114914449804
SLC7A13,1,0.42500000000000027,0.5749999999999997
RIN1,1,0.4274848296293723,0.5725151703706277
THRAP3,1,0.42763157894747494,0.5723684210525251
MPL,1,0.4279792746131142,0.5720207253868859
B3GALT5,1,0.43023255813953254,0.5697674418604675
LAMA3,1,0.43093113094351315,0.5690688690564869
EHD2,1,0.4314713787807352,0.5685286212192648
KRTAP24-1,1,0.4359504132233189,0.564049586776681
CR1,1,0.43693787910469345,0.5630621208953066
XIRP2,1,0.43733794295793527,0.5626620570420647
ASB15,1,0.43835616438356384,0.5616438356164362
PDGFRA,1,0.4407513908075177,0.5592486091924823
AFF4,1,0.4412662702831899,0.5587337297168101
HERC1,1,0.44143356643618015,0.5585664335638199
C3,1,0.4415357766144984,0.5584642233855016
UBN2,1,0.44357142857129356,0.5564285714287065
P2RY2,1,0.44364616075214813,0.5563538392478519
BBS7,1,0.44429795649374626,0.5557020435062537
PCLO,1,0.44827586206895553,0.5517241379310445
WSCD2,1,0.4545454545459039,0.5454545454540961
ANKRD26,1,0.4548927416989792,0.5451072583010208
FRYL,1,0.4565963000371238,0.5434036999628762
NOTCH1,1,0.46085672082696433,0.5391432791730357
BOD1L,1,0.46520090978200446,0.5347990902179955
DOCK9,1,0.4712389380527005,0.5287610619472995
CELSR3,1,0.47497356362203935,0.5250264363779606
MED14,1,0.47564276048871607,0.5243572395112839
OTOA,1,0.4764150943395822,0.5235849056604178
KRTAP26-1,1,0.4791666666666657,0.5208333333333344
ANK2,1,0.4802342606094337,0.5197657393905664
ARID4B,1,0.48096274864372907,0.5190372513562709
TUBGCP6,1,0.48117154811576873,0.5188284518842312
ELMOD1,1,0.48122065727692215,0.5187793427230778
CASC5,1,0.4828007101693253,0.5171992898306748
VARS2,1,0.48594258918824085,0.5140574108117592
SLC12A1,1,0.4881889763779494,0.5118110236220506
C10orf118,1,0.48969741971238984,0.5103025802876102
PARP14,1,0.489842593844147,0.5101574061558529
WNK1,1,0.4931034482874995,0.5068965517125005
EPHA8,1,0.4936708860761212,0.5063291139238788
TBC1D8,1,0.49523987306081013,0.5047601269391899
PKIB,1,0.4961832061068707,0.5038167938931293
COL5A3,1,0.49735309688086843,0.5026469031191316
SBF2,1,0.4975369458127462,0.5024630541872538
RP1,1,0.4999999999980948,0.5000000000019051
DYNC1H1,1,0.5015673981188028,0.4984326018811972
GYG2,1,0.5024533856729236,0.49754661432707636
TBC1D2,1,0.5097980707104317,0.4902019292895683
ALMS1,1,0.5133995784444977,0.4866004215555023
TP73,1,0.5139633530250284,0.4860366469749716
KIAA0802,1,0.5164914824196393,0.48350851758036073
NLRP8,1,0.5179002855229974,0.4820997144770026
SAGE1,1,0.5195681511474473,0.48043184885255275
MYCBP2,1,0.5205183585314478,0.4794816414685522
CFHR2,1,0.5213675213672403,0.4786324786327597
SIDT2,1,0.5229576624919056,0.47704233750809444
ARHGAP39,1,0.5236736064522751,0.4763263935477249
OR4C15,1,0.5242341287425673,0.47576587125743275
AKAP12,1,0.5244732576980966,0.4755267423019034
POM121C,1,0.5265999999980219,0.4734000000019781
HCN1,1,0.528718200011473,0.47128179998852704
COL22A1,1,0.5289657264157565,0.47103427358424355
LRFN3,1,0.5307692307694083,0.4692307692305917
MGAT5B,1,0.5326991676577696,0.4673008323422304
GPR98,1,0.5354092334264107,0.46459076657358933
SIGLEC1,1,0.5356415478613922,0.4643584521386078
QRICH2,1,0.5377829560643158,0.4622170439356842
TCERG1L,1,0.5412560230531148,0.4587439769468852
CUL9,1,0.549342105263181,0.45065789473681905
ADAMTS17,1,0.5532359081415743,0.4467640918584257
C2,1,0.5578947368420486,0.4421052631579514
DNAH11,1,0.5607046879553228,0.4392953120446772
GPR124,1,0.562389700430434,0.437610299569566
MED12,1,0.564630880605568,0.435369119394432
MYC,1,0.5654978303024549,0.43450216969754507
C9orf93,1,0.5737704918032803,0.4262295081967197
DCHS2,1,0.5762634197501896,0.4237365802498104
VPS13B,1,0.5771636763547598,0.42283632364524015
DNAH3,1,0.5791615528652093,0.4208384471347907
NRXN1,1,0.5811079966136432,0.4188920033863568
MYST4,1,0.5826451374262874,0.41735486257371257
CNTN6,1,0.5829739679556546,0.4170260320443454
KLF15,1,0.583333333333344,0.41666666666665597
MTMR3,1,0.5840394088666307,0.41596059113336925
PLEC,1,0.5847014925398306,0.4152985074601694
FREM2,1,0.5861542172673867,0.4138457827326133
DIAPH2,1,0.5873015873015949,0.4126984126984051
MLLT4,1,0.5913461538461825,0.4086538461538175
PLA2G4D,1,0.591560231442664,0.408439768557336
DOPEY2,1,0.5922319229997612,0.40776807700023876
BPTF,1,0.5936359308052825,0.40636406919471746
HERC2,1,0.5949523564184258,0.4050476435815742
NOTCH2,1,0.5951371849082511,0.40486281509174893
MXRA5,1,0.5957366888864554,0.40426331111354463
ADAMTS16,1,0.5962564963979509,0.40374350360204914
KATNAL2,1,0.5990424895264099,0.4009575104735901
MUC6,1,0.600725446421293,0.399274553578707
RIF1,1,0.6043443848311641,0.39565561516883585
DNAH5,1,0.616227648525613,0.38377235147438704
ZBED4,1,0.6226698092996015,0.3773301907003985
CDHR2,1,0.624499985808157,0.375500014191843
LRIT1,1,0.6326530612244863,0.3673469387755137
MLL2,1,0.6351315961694101,0.36486840383058994
UQCC,1,0.6376537369911256,0.3623462630088744
VCAN,1,0.6454983192411864,0.3545016807588136
SPEN,2,1.6507203659677812,0.34927963403221884
PTPRE,1,0.6596689543776574,0.3403310456223426
LBXCOR1,1,0.6597283662954032,0.3402716337045968
SORCS3,1,0.662551440327297,0.33744855967270304
SCN3A,1,0.6640869422162022,0.33591305778379776
FAT1,1,0.6662616444044194,0.3337383555955806
DYNC2H1,1,0.6689793577882969,0.33102064221170313
KIAA1109,1,0.6713389400587146,0.32866105994128536
NLRP11,1,0.6738047808748164,0.32619521912518357
WNK4,1,0.6774711310957487,0.32252886890425125
NEB,1,0.6783439490532321,0.32165605094676786
KCNT2,1,0.6927454670526296,0.3072545329473704
PRAMEF16,1,0.6944444444444459,0.30555555555555414
NAT8L,1,0.6989247311828318,0.3010752688171682
ARHGEF5,1,0.6995305164319837,0.3004694835680163
UPF1,1,0.707277973709968,0.29272202629003197
HELZ,1,0.7082368508178754,0.29176314918212465
CENPF,1,0.7183065556473488,0.2816934443526512
KCNT1,1,0.7198110422219153,0.2801889577780847
FLRT1,1,0.72735945128778,0.27264054871222
NTRK3,1,0.7516699838217759,0.24833001617822414
FAM194A,1,0.7674208144794398,0.23257918552056023
VPS26B,1,0.7738825775483464,0.22611742245165356
GABRR1,1,0.7757146166013731,0.22428538339862691
NAV1,1,0.7816832480845437,0.2183167519154563
ITPR3,1,0.8119906868441411,0.1880093131558589
ANO3,1,0.8478119199880264,0.1521880800119736
DNAI1,1,0.8524563145768576,0.14754368542314245
PCDH1,1,0.8545247858091256,0.1454752141908744
ODZ3,1,0.892561983468845,0.10743801653115503
GUCY2D,1,0.898598440207653,0.101401559792347
MAP1B,1,0.9037797827742131,0.09622021722578689
ARHGAP40,1,0.9184615384618968,0.08153846153810318
ODZ2,1,0.9216008075586846,0.07839919244131544
GEMIN4,1,0.9282600855607677,0.07173991443923233
C17orf97,1,0.9406250000002393,0.0593749999997607
MEGF10,1,0.9446506918888181,0.05534930811118188
NF1,1,0.9501466275660991,0.04985337243390087
RFC3,1,0.955516617682652,0.04448338231734805
CACNA1G,1,0.9578137570438192,0.042186242956180786
KIAA1239,1,0.9853313100667003,0.014668689933299728
CLDN14,1,0.9947733495803709,0.005226650419629109
CACNA2D3,1,0.9979833511645868,0.002016648835413193
ANO2,1,1.0153887608690728,-0.015388760869072815
GANC,1,1.0455009290578312,-0.04550092905783121
ZNF518B,1,1.074404672508425,-0.07440467250842508
DOCK2,1,1.0891565135337653,-0.0891565135337653
E2F8,1,1.1136277313949563,-0.1136277313949563
NFKBIL2,1,1.2104335843453637,-0.21043358434536374
CACNA1S,1,1.212226659587421,-0.21222665958742093
KCNU1,1,1.2654890636829292,-0.26548906368292924
DBX2,1,1.2800000000004055,-0.2800000000004055
CNTNAP5,1,1.3173763702664787,-0.3173763702664787
ADNP,1,1.3949959579823374,-0.39499595798233744
LRP1B,1,1.5585087477303754,-0.5585087477303754
PHF6,2,2.5923634636396162,-0.5923634636396162
TRA2B,1,1.6680235544527084,-0.6680235544527084
HMCN1,1,1.777082519159892,-0.777082519159892
C2orf89,1,1.8856935568107598,-0.8856935568107598
KIAA1683,1,1.9665116296644212,-0.9665116296644212
TM7SF4,1,2.0256711334522466,-1.0256711334522466
TET2,4,5.73288408645401,-1.7328840864540096
CCDC67,1,2.776191412457708,-1.7761914124577078
PTPRN,1,3.1506664448297186,-2.1506664448297186
EPHA10,1,3.1717158639569307,-2.1717158639569307
RYR1,1,3.2274285714270583,-2.2274285714270583
MUC16,3,5.632933610858181,-2.6329336108581813
C5,1,3.6592492631188285,-2.6592492631188285
CSMD1,2,4.894109530645758,-2.894109530645758
SCML2,1,6.120657334150405,-5.120657334150405
TTN,5,10.265846523945925,-5.265846523945925
